Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA57,OUT018,878.856
FDZ48,OUT035,1018.674
FDE46,OUT045,1813.6392
NCZ30,OUT019,852.8898
FDB56,OUT017,3755.112
FDA25,OUT027,2189.8162
FDD20,OUT013,1298.31
FDL25,OUT013,1177.1344
NCO18,OUT049,2133.2232
FDJ45,OUT017,305.6022
FDR12,OUT035,3797.7232
NCF19,OUT010,141.8154
FDK25,OUT046,4211.185
NCR17,OUT046,2290.352
FDC52,OUT046,4921.5936
NCA54,OUT017,2563.33
FDR45,OUT010,693.0978
NCM19,OUT049,3243.7776
FDF39,OUT027,9467.676
FDX23,OUT049,2050.664
FDD58,OUT027,2868.9322
FDX28,OUT013,2460.7968
NCD31,OUT013,3137.2496
FDU57,OUT018,2708.4744
FDI27,OUT046,452.744
NCM42,OUT046,2087.283
FDD32,OUT027,1885.5456
FDI34,OUT013,3685.8688
NCM29,OUT049,2066.6432
FDG46,OUT018,2862.94
DRC01,OUT010,194.4136
FDB15,OUT027,9467.676
NCA17,OUT027,4414.254
FDF10,OUT046,3595.32
FDR26,OUT027,3175.866
FDI02,OUT049,1821.6288
NCM54,OUT010,263.6568
FDF14,OUT013,1166.4816
FDJ33,OUT010,122.5072
FDM20,OUT035,6615.3888
FDC03,OUT027,8388.4142
NCX05,OUT046,2490.092
NCM41,OUT027,2167.8448
NCU29,OUT010,463.3968
FDQ59,OUT017,1099.2358
FDH46,OUT010,101.2016
FDH09,OUT013,512.666
NCD06,OUT045,652.484
FDC15,OUT035,2190.482
DRD37,OUT027,1125.202
FDT28,OUT027,2947.4966
FDR28,OUT027,3946.8624
FDT38,OUT017,591.8962
FDV34,OUT027,1171.808
FDY52,OUT035,1201.769
FDB34,OUT013,610.5386
DRL23,OUT018,1677.816
DRB24,OUT046,914.8092
FDJ50,OUT046,1348.245
FDQ49,OUT035,1829.6184
FDP20,OUT035,2127.8968
FDV19,OUT027,6942.9624
NCR54,OUT045,3872.9586
FDO09,OUT010,1314.955
FDS57,OUT018,1843.6002
FDN10,OUT049,1621.8888
FDV23,OUT049,2530.04
FDY28,OUT049,1274.3412
DRG51,OUT013,2302.3364
FDD45,OUT019,202.4032
NCL18,OUT027,4613.994
NCM29,OUT013,2649.884
FDF17,OUT027,3163.8816
FDE22,OUT017,1267.6832
FDQ22,OUT017,796.9626
FDS01,OUT013,3440.8544
FDW35,OUT027,1125.202
FDJ33,OUT046,2956.152
NCF54,OUT035,2931.5174
FDE09,OUT013,1577.946
NCE06,OUT045,2886.243
DRH49,OUT049,316.9208
FDY43,OUT045,3690.5294
NCT05,OUT017,5834.4054
FDZ34,OUT045,6757.87
FDL38,OUT017,1338.258
FDZ31,OUT017,3350.3056
FDR14,OUT035,659.142
NCN54,OUT049,601.2174
NCC42,OUT027,4093.3384
FDK08,OUT017,595.2252
FDP59,OUT013,2285.0256
FDV22,OUT035,3978.155
FDD33,OUT035,6040.1376
DRE60,OUT027,8474.3024
FDK52,OUT046,1805.6496
FDA02,OUT017,1480.0734
FDM56,OUT049,940.7754
FDE57,OUT035,988.0472
FDM32,OUT045,703.0848
NCQ30,OUT027,2410.196
FDQ27,OUT027,2010.716
FDT60,OUT027,4629.9732
FDU43,OUT049,3605.307
NCO55,OUT035,1704.448
FDG02,OUT045,5069.4012
FDJ28,OUT013,2285.0256
FDP40,OUT045,1215.7508
FDJ38,OUT045,3542.056
NCC54,OUT017,3961.51
NCZ41,OUT046,2127.8968
FDK38,OUT019,447.4176
FDU52,OUT013,1662.5026
FDC40,OUT046,1090.5804
NCR30,OUT017,2162.5184
NCN18,OUT017,2431.5016
FDB50,OUT035,633.8416
FDG04,OUT013,3415.554
FDR26,OUT035,2999.429
NCT17,OUT018,1884.214
FDX35,OUT027,4739.8302
FDS12,OUT046,1761.7068
NCZ29,OUT027,4629.9732
FDB38,OUT010,164.4526
FDP12,OUT013,705.748
FDP22,OUT046,961.4152
FDS26,OUT018,3835.008
FDR52,OUT046,942.107
DRJ13,OUT046,4224.501
FDU48,OUT027,3279.065
FDE29,OUT035,1272.3438
NCT29,OUT049,843.5686
DRK37,OUT018,4138.6128
FDK55,OUT046,802.9548
FDR07,OUT046,1518.024
FDO21,OUT027,4261.12
FDK46,OUT049,4673.916
FDB12,OUT045,3219.8088
FDT31,OUT027,6114.7072
FDJ33,OUT045,2956.152
FDC26,OUT027,3757.7752
NCQ02,OUT045,2766.399
FDP08,OUT010,188.4214
FDB11,OUT027,4739.8302
FDV55,OUT013,2375.5744
FDW20,OUT049,2956.152
NCJ18,OUT019,385.4982
FDC41,OUT018,1684.474
FDE14,OUT027,1410.8302
FDG35,OUT013,1911.5118
FDF45,OUT035,1640.5312
FDS19,OUT027,2067.309
FDS58,OUT019,319.584
FDA26,OUT017,4819.0604
FDM32,OUT049,703.0848
FDL45,OUT046,1017.3424
FDZ55,OUT049,1917.504
FDY37,OUT049,3149.234
FDO46,OUT046,4727.18
FDQ60,OUT046,3219.8088
FDA19,OUT018,2870.9296
FDL15,OUT046,1829.6184
FDM10,OUT018,3185.853
NCL05,OUT017,922.7988
DRK49,OUT010,41.9454
NCE18,OUT027,2543.356
FDG40,OUT049,732.38
DRI59,OUT045,2210.456
FDK28,OUT035,5410.9566
NCD06,OUT019,45.9402
FDO11,OUT019,498.0184
FDK27,OUT046,605.878
FDT43,OUT027,1677.816
FDD38,OUT018,299.61
FDA16,OUT049,1108.557
FDL14,OUT027,3723.1536
NCM17,OUT049,802.9548
FDD20,OUT045,2771.7254
FDA40,OUT045,966.7416
FDL43,OUT045,306.268
FDV15,OUT045,1922.8304
FDE52,OUT046,1831.6158
NCL17,OUT010,149.805
NCJ31,OUT045,1687.1372
FDR60,OUT045,1467.4232
NCA18,OUT035,579.246
FDS21,OUT027,1757.712
FDW09,OUT035,1438.128
FDL26,OUT035,3961.51
FDS47,OUT018,1054.6272
FDC39,OUT046,2700.4848
FDT51,OUT035,1627.881
FDK40,OUT035,3924.891
NCG19,OUT045,2812.3392
FDZ07,OUT046,495.3552
FDF08,OUT027,3453.5046
FDO04,OUT013,828.921
FDK41,OUT018,681.7792
FDP15,OUT049,2603.278
NCD43,OUT018,1544.656
NCP18,OUT013,2795.6942
FDZ51,OUT046,2097.9358
DRH13,OUT035,1310.2944
FDF38,OUT045,209.727
NCI43,OUT045,1006.6896
FDM38,OUT027,1713.1034
FDS03,OUT013,1402.1748
DRJ47,OUT017,3301.7022
FDT50,OUT010,195.7452
FDV02,OUT046,2908.8802
NCG18,OUT017,1857.582
FDW52,OUT046,4769.1254
FDS40,OUT035,276.9728
FDN31,OUT017,2693.8268
FDA37,OUT045,1837.608
FDA15,OUT046,788.973
FDL39,OUT046,1090.5804
FDJ53,OUT045,1084.5882
FDX22,OUT013,2778.3834
NCZ42,OUT045,4740.496
FDD56,OUT027,4012.1108
FDD40,OUT017,3848.324
FDS50,OUT013,3165.879
NCN14,OUT013,9069.5276
FDT15,OUT013,3478.805
NCS18,OUT027,2387.5588
NCO26,OUT010,221.0456
FDF58,OUT018,447.4176
NCB19,OUT013,1416.8224
FDH26,OUT017,1701.7848
DRB24,OUT027,3281.0624
FDA49,OUT018,1744.396
FDB32,OUT045,2285.0256
FDI36,OUT017,1576.6144
NCA17,OUT010,308.9312
FDH22,OUT013,2956.152
NCM26,OUT018,1366.2216
FDT15,OUT027,5070.7328
FDB16,OUT018,1133.8574
NCP54,OUT027,2783.044
FDJ36,OUT013,2087.283
FDO28,OUT045,1687.1372
FDU09,OUT013,1331.6
FDF29,OUT017,2150.534
FDY08,OUT013,850.8924
DRJ59,OUT018,78.5644
FDT23,OUT027,1438.128
FDU15,OUT018,123.8388
FDT47,OUT013,2396.88
FDI53,OUT019,331.5684
FDR59,OUT018,2316.984
FDD53,OUT035,479.376
FDY51,OUT017,3085.3172
FDT04,OUT049,314.2576
FDU51,OUT049,3896.2616
FDG14,OUT035,3643.2576
NCU06,OUT045,3215.814
DRG25,OUT046,5841.0634
DRH49,OUT035,743.0328
FDN15,OUT035,419.454
FDL43,OUT018,1279.0018
NCT18,OUT049,4725.8484
NCB31,OUT013,3418.883
FDK57,OUT035,1325.6078
FDY04,OUT019,328.9052
NCP54,OUT046,2145.2076
FDF41,OUT013,3202.498
FDM01,OUT045,2255.7304
FDW03,OUT045,1045.306
FDF28,OUT045,2832.979
FDY37,OUT017,2909.546
FDQ03,OUT017,4326.3684
FDP51,OUT027,2586.633
FDJ40,OUT017,2013.3792
FDC32,OUT049,1733.0774
DRI49,OUT027,1868.2348
NCW54,OUT017,744.3644
FDF09,OUT017,439.428
FDP45,OUT018,3815.034
DRJ23,OUT018,4586.0304
FDS59,OUT017,2966.139
FDY08,OUT046,1685.8056
FDX16,OUT049,4643.955
FDY16,OUT018,1277.0044
FDK32,OUT035,3471.4812
FDQ22,OUT013,660.4736
NCC31,OUT018,447.4176
FDG58,OUT049,2708.4744
DRF48,OUT013,1496.7184
DRH36,OUT049,1416.8224
NCR30,OUT035,1416.8224
FDB03,OUT019,641.1654
FDZ28,OUT027,3020.0688
FDR35,OUT017,1379.5376
DRD15,OUT027,4592.0226
FDJ33,OUT019,245.0144
FDA56,OUT010,111.8544
FDP56,OUT046,874.8612
NCT30,OUT046,194.4136
FDK15,OUT017,1488.063
FDH44,OUT018,1603.9122
FDV01,OUT013,1765.7016
DRG03,OUT017,1691.7978
FDG50,OUT027,5093.37
FDR16,OUT010,230.3668
FDZ60,OUT046,1164.4842
DRG03,OUT045,1691.7978
FDS56,OUT018,1840.937
FDU33,OUT045,490.6946
DRD27,OUT035,694.4294
FDW22,OUT046,4380.964
DRA24,OUT045,3439.5228
FDF38,OUT049,209.727
FDX48,OUT013,2546.685
FDS58,OUT018,5592.72
FDC32,OUT046,1032.6558
NCQ29,OUT045,3418.883
DRK39,OUT018,665.8
NCS38,OUT017,1946.7992
DRO47,OUT013,1697.79
DRG27,OUT027,1342.2528
FDC57,OUT027,4554.072
FDS55,OUT046,2524.0478
NCJ06,OUT018,1864.24
FDO01,OUT019,262.3252
NCM55,OUT045,1641.8628
FDC52,OUT049,4921.5936
FDQ15,OUT045,1278.336
NCT30,OUT027,1069.2748
NCR42,OUT027,942.7728
FDD28,OUT035,937.4464
FDQ34,OUT049,1998.7316
FDZ12,OUT027,3704.5112
DRE13,OUT019,167.7816
NCN07,OUT019,254.3356
FDM28,OUT035,2563.33
FDI10,OUT017,3103.9596
FDQ25,OUT013,1779.6834
FDA38,OUT010,1288.323
DRI13,OUT049,5426.27
FDY20,OUT027,3205.1612
NCZ53,OUT035,2237.088
NCM31,OUT013,4866.998
DRB01,OUT017,4013.4424
DRF37,OUT046,3155.892
NCF42,OUT049,2586.633
FDF16,OUT018,1895.5326
FDB41,OUT013,614.5334
FDR34,OUT013,4950.8888
FDR15,OUT018,620.5256
NCV42,OUT019,109.857
FDW51,OUT035,4869.6612
FDU36,OUT017,2069.3064
FDX60,OUT049,1757.712
FDY03,OUT035,683.1108
FDW55,OUT045,2470.118
FDT01,OUT010,641.1654
FDG58,OUT013,2106.5912
FDK21,OUT017,6849.0846
NCS41,OUT019,182.4292
FDS10,OUT045,2591.2936
NCT53,OUT046,1808.9786
FDJ28,OUT018,1328.271
FDX44,OUT045,1427.4752
FDT20,OUT018,377.5086
FDO44,OUT017,663.1368
NCX17,OUT049,2812.3392
FDY01,OUT017,1958.1178
FDJ12,OUT027,3163.8816
DRK35,OUT018,467.3916
FDD47,OUT019,167.7816
NCM53,OUT035,1693.7952
FDO45,OUT013,959.4178
NCM42,OUT010,645.826
FDE04,OUT046,4889.6352
NCI30,OUT027,2607.2728
FDZ19,OUT013,2942.836
FDW57,OUT013,2748.4224
FDA25,OUT013,2572.6512
FDT22,OUT046,828.921
FDP51,OUT013,1797.66
FDD48,OUT027,2488.7604
FDY39,OUT035,2876.256
FDO48,OUT010,482.0392
FDD23,OUT027,4506.1344
DRN35,OUT027,796.9626
FDT01,OUT035,4672.5844
FDC20,OUT010,56.593
DRJ35,OUT035,1272.3438
FDB32,OUT046,2097.9358
FDL24,OUT046,1784.344
NCV42,OUT035,1789.6704
FDZ46,OUT046,3185.853
FDC15,OUT013,1691.7978
FDD08,OUT019,123.8388
FDY50,OUT049,1221.0772
FDD36,OUT013,1303.6364
FDG57,OUT027,1298.31
FDL21,OUT018,227.7036
FDN16,OUT027,2876.256
FDJ09,OUT027,615.1992
FDS01,OUT010,177.7686
FDV33,OUT017,4133.2864
DRE12,OUT017,1267.0174
FDR07,OUT013,1518.024
FDP48,OUT010,549.285
NCB55,OUT035,829.5868
FDQ08,OUT013,1592.5936
FDR34,OUT035,2067.309
FDO33,OUT046,667.1316
FDP13,OUT045,838.908
FDX12,OUT049,3271.7412
NCT06,OUT049,4711.2008
FDR16,OUT019,691.1004
FDE36,OUT046,5077.3908
FDZ36,OUT049,4594.02
FDV13,OUT045,1318.284
NCZ17,OUT035,276.9728
FDU56,OUT045,1977.426
FDM09,OUT035,3079.9908
FDV02,OUT017,2908.8802
FDS34,OUT018,2862.94
FDA11,OUT049,1134.5232
FDP09,OUT017,4247.804
FDB29,OUT027,1549.3166
FDT19,OUT017,2404.8696
DRH15,OUT017,1537.998
FDY38,OUT046,942.7728
FDF14,OUT027,1071.938
FDN48,OUT010,189.0872
FDQ12,OUT013,3435.528
NCJ43,OUT045,2093.2752
FDE17,OUT019,473.3838
FDB05,OUT035,4756.4752
FDH10,OUT045,1549.9824
NCR06,OUT017,1022.6688
FDU32,OUT018,2181.1608
FDD56,OUT049,3103.9596
FDO36,OUT018,4394.28
FDH16,OUT010,170.4448
FDX10,OUT018,484.7024
FDZ37,OUT017,814.9392
FDU31,OUT010,249.0092
DRC49,OUT049,2862.94
FDL15,OUT045,1829.6184
FDN32,OUT019,185.7582
DRH59,OUT027,1290.3204
NCU29,OUT049,2916.204
FDR37,OUT019,1102.5648
FDS14,OUT018,2042.6744
FDU02,OUT027,8474.3024
FDJ08,OUT035,3057.3536
NCZ06,OUT045,2790.3678
FDO31,OUT049,1198.44
FDH31,OUT018,1341.587
FDS58,OUT017,3994.8
NCA53,OUT027,631.8442
FDF50,OUT046,1182.4608
NCW42,OUT049,5764.4964
NCQ17,OUT045,2816.334
FDK51,OUT018,3835.008
NCW41,OUT010,431.4384
NCR29,OUT017,622.523
FDB08,OUT019,319.584
FDA40,OUT027,2406.2012
FDL14,OUT018,1838.2738
FDB47,OUT046,2508.7344
FDO03,OUT035,5626.01
DRK13,OUT019,196.411
FDX13,OUT010,251.6724
FDF52,OUT046,3057.3536
FDT11,OUT013,3605.307
FDB08,OUT013,3169.208
FDQ28,OUT018,898.83
FDD29,OUT045,4244.475
NCQ29,OUT027,5522.811
NCO02,OUT013,131.8284
FDR56,OUT010,197.7426
NCM54,OUT049,1108.557
FDP51,OUT035,2664.5316
FDT38,OUT013,1775.6886
FDZ20,OUT018,2342.9502
FDJ53,OUT013,2059.9852
FDX13,OUT049,3984.1472
FDP58,OUT035,4187.2162
NCK31,OUT019,50.6008
FDA35,OUT018,866.8716
FDV37,OUT018,593.2278
NCO07,OUT027,3751.1172
FDA20,OUT045,3914.904
FDZ59,OUT035,517.3266
NCY17,OUT017,758.3462
FDQ28,OUT035,3089.312
FDV35,OUT017,3369.6138
FDQ36,OUT013,450.0808
FDD34,OUT018,1794.331
FDK51,OUT045,3179.8608
FDV31,OUT035,1230.3984
FDR04,OUT035,2527.3768
FDR14,OUT049,671.1264
DRC36,OUT010,175.1054
FDE39,OUT019,238.3564
FDP57,OUT049,852.224
FDE57,OUT046,3261.7542
NCN18,OUT046,1697.79
NCQ05,OUT018,1853.5872
FDW47,OUT035,1668.4948
FDV46,OUT035,1186.4556
NCP29,OUT045,703.0848
FDE09,OUT018,552.614
NCU06,OUT027,8062.838
FDT19,OUT010,177.1028
DRF15,OUT017,1990.742
DRI51,OUT013,513.3318
NCX54,OUT013,210.3928
DRE01,OUT013,5331.7264
NCB07,OUT045,2876.256
FDU50,OUT035,1259.6936
FDG40,OUT035,494.0236
FDW10,OUT018,1102.5648
FDX51,OUT013,2749.754
NCP17,OUT045,830.9184
FDP21,OUT035,2619.2572
FDL04,OUT045,1905.5196
FDV23,OUT013,985.384
FDF24,OUT046,1757.712
FDH56,OUT027,2972.1312
FDB51,OUT049,796.2968
FDI58,OUT027,2624.5836
FDR20,OUT013,181.0976
FDC51,OUT018,866.8716
FDB16,OUT027,1498.05
FDE40,OUT049,495.3552
NCM17,OUT035,356.8688
FDU56,OUT035,3225.801
FDS32,OUT019,122.5072
FDX02,OUT049,2684.5056
FDT39,OUT027,1216.4166
FDE35,OUT017,644.4944
NCI42,OUT019,1482.0708
DRL23,OUT046,1917.504
FDA10,OUT046,1225.072
FDA11,OUT013,661.8052
NCM06,OUT046,3691.1952
NCT05,OUT035,3171.8712
NCQ02,OUT010,551.2824
NCY06,OUT049,516.6608
FDY56,OUT035,7222.5984
FDL02,OUT035,1270.3464
NCI06,OUT035,3339.6528
FDQ14,OUT045,1869.5664
FDQ12,OUT017,4725.8484
FDP36,OUT046,788.3072
FDK21,OUT027,13086.9648
FDO40,OUT045,4119.9704
NCK54,OUT019,120.5098
FDY09,OUT018,1751.054
NCW30,OUT049,5956.9126
NCC55,OUT027,293.6178
FDE58,OUT018,824.9262
FDR39,OUT013,1118.544
FDU28,OUT049,4138.6128
FDH08,OUT017,459.402
FDG35,OUT045,3123.9336
FDG22,OUT049,207.7296
FDC34,OUT035,4673.916
FDP15,OUT018,6611.394
FDK34,OUT010,689.103
FDU45,OUT035,2073.3012
FDQ04,OUT027,842.237
FDX22,OUT018,2350.9398
FDB45,OUT017,1419.4856
NCH43,OUT027,3419.5488
DRE60,OUT046,7017.532
FDD17,OUT027,5972.226
NCM54,OUT017,1780.3492
NCH55,OUT013,755.0172
NCT06,OUT017,4807.7418
FDA48,OUT027,6207.9192
FDY58,OUT027,7017.532
FDO25,OUT045,6851.082
FDN50,OUT045,1697.79
FDH35,OUT035,1644.526
FDK09,OUT045,3950.1914
FDO16,OUT013,3079.325
FDW11,OUT045,710.4086
FDU47,OUT027,5582.733
NCQ42,OUT010,263.6568
FDK55,OUT027,2109.2544
FDN08,OUT049,824.9262
FDT57,OUT045,3555.372
FDJ12,OUT018,4141.276
DRL59,OUT017,467.3916
NCN53,OUT046,882.185
FDO51,OUT010,135.8232
FDK56,OUT017,4349.0056
FDY12,OUT035,862.8768
FDU15,OUT035,276.9728
FDQ19,OUT046,969.4048
DRF15,OUT045,1990.742
DRE25,OUT019,185.0924
FDK57,OUT018,3235.788
FDD33,OUT010,784.9782
FDR34,OUT027,5283.123
FDU04,OUT045,2924.1936
FDE35,OUT019,123.8388
NCD31,OUT035,2858.9452
FDJ56,OUT035,946.7676
NCU53,OUT046,1808.9786
FDD39,OUT035,3678.545
NCU17,OUT019,515.3292
FDJ20,OUT046,1238.388
NCW41,OUT018,778.986
FDL52,OUT035,1230.3984
FDS39,OUT035,3829.0158
DRJ47,OUT045,1038.648
FDP13,OUT010,35.2874
DRK39,OUT010,416.125
FDF28,OUT010,142.4812
FDB09,OUT045,1398.8458
FDM51,OUT046,595.2252
DRM49,OUT018,1025.9978
DRF23,OUT013,2616.594
DRH01,OUT035,4344.345
FDH12,OUT027,1737.738
FDA28,OUT019,377.5086
FDW37,OUT018,1168.479
FDF02,OUT046,2930.1858
DRL37,OUT046,865.54
NCF43,OUT046,1404.838
FDH08,OUT010,237.6906
FDR34,OUT019,451.4124
NCK19,OUT049,3099.9648
NCD55,OUT018,78.5644
FDT27,OUT049,4687.232
FDQ57,OUT045,1677.1502
FDA47,OUT035,2773.057
DRG15,OUT027,2105.2596
FDE05,OUT018,2157.192
FDN46,OUT046,2460.7968
FDX27,OUT027,2269.0464
FDT51,OUT045,1627.881
FDU33,OUT013,587.2356
FDJ16,OUT027,1514.695
FDD20,OUT019,361.5294
FDT36,OUT049,339.558
DRF15,OUT027,2471.4496
FDN52,OUT010,88.5514
FDC22,OUT027,5303.097
FDX15,OUT045,3048.6982
FDT13,OUT013,3781.744
FDU04,OUT017,2924.1936
FDU31,OUT019,215.7192
FDW59,OUT027,1374.2112
NCO29,OUT046,1808.9786
FDL15,OUT035,1829.6184
FDI41,OUT049,2059.9852
FDQ48,OUT049,2055.3246
DRI39,OUT013,163.7868
FDI08,OUT013,4731.1748
FDC21,OUT049,3205.1612
FDF58,OUT035,973.3996
FDS08,OUT010,716.4008
FDE47,OUT045,1992.0736
NCP18,OUT019,303.6048
NCR41,OUT013,1158.492
FDA27,OUT013,2045.3376
FDA43,OUT035,3121.2704
FDA49,OUT045,1308.297
NCE55,OUT018,4853.682
DRM49,OUT027,918.804
FDF22,OUT027,4354.332
FDQ15,OUT018,1278.336
NCS54,OUT017,3635.268
NCY05,OUT013,872.8638
FDR45,OUT046,6579.4356
FDK57,OUT049,2516.724
FDF41,OUT010,484.7024
FDV21,OUT046,3325.671
FDD51,OUT046,669.129
FDF33,OUT046,2049.3324
FDA38,OUT046,4233.1564
FDR56,OUT045,2101.9306
NCN41,OUT017,2817.6656
FDC60,OUT027,3364.9532
FDB47,OUT045,2508.7344
DRH01,OUT013,4466.1864
FDW08,OUT046,1384.864
FDF38,OUT027,759.012
FDY32,OUT017,2784.3756
FDG34,OUT049,1627.881
FDG47,OUT019,788.973
NCF18,OUT035,3731.809
FDL39,OUT019,179.766
NCH55,OUT035,3433.5306
DRJ35,OUT049,363.5268
FDS44,OUT035,4672.5844
DRE01,OUT018,3805.047
FDY39,OUT013,1337.5922
FDY32,OUT018,2784.3756
FDR33,OUT027,5351.0346
NCP50,OUT049,1757.712
FDZ47,OUT018,945.436
FDU57,OUT049,2708.4744
FDY44,OUT013,3463.4916
DRH59,OUT018,391.4904
FDB03,OUT027,7170.666
FDY46,OUT045,2440.8228
FDM39,OUT045,3691.1952
FDY36,OUT035,1544.656
NCM55,OUT035,774.9912
FDJ50,OUT010,303.6048
DRL60,OUT013,2982.784
NCJ54,OUT049,3707.1744
FDX59,OUT017,441.4254
FDI07,OUT013,2182.4924
DRF51,OUT010,138.4864
FDM14,OUT017,1657.842
FDP21,OUT045,4570.0512
FDE40,OUT035,1547.985
FDE05,OUT035,3547.3824
FDM13,OUT027,3279.065
FDC34,OUT027,4537.427
NCI55,OUT018,1601.249
NCE43,OUT018,673.7896
FDW58,OUT018,295.6152
FDG60,OUT045,2796.36
FDV31,OUT017,529.311
FDR47,OUT013,2348.9424
FDM60,OUT019,37.9506
NCF06,OUT018,5084.0488
NCN26,OUT027,2780.3808
FDQ59,OUT049,1494.0552
FDF09,OUT046,834.9132
NCS06,OUT017,4733.838
FDT44,OUT046,2239.0854
FDI19,OUT017,4847.024
FDT22,OUT017,410.1328
NCF54,OUT027,4904.2828
DRG25,OUT045,1576.6144
FDB59,OUT017,3731.809
FDQ37,OUT017,4649.9472
FDP56,OUT035,583.2408
FDW44,OUT035,2556.672
FDJ26,OUT010,430.1068
FDU43,OUT018,2988.1104
FDW33,OUT045,1587.933
NCX53,OUT027,3340.9844
FDN56,OUT010,886.8456
DRF15,OUT049,4921.5936
FDO33,OUT017,2490.092
FDZ39,OUT010,412.796
NCJ19,OUT017,1545.9876
FDU01,OUT035,3225.801
FDT12,OUT035,3904.917
NCM18,OUT018,703.0848
FDP19,OUT017,1291.652
NCR42,OUT049,99.87
FDN10,OUT046,1621.8888
FDG44,OUT017,539.298
FDQ10,OUT046,4942.8992
DRH13,OUT049,958.752
FDT52,OUT013,3193.8426
FDM56,OUT045,1844.9318
NCO43,OUT010,101.2016
NCV29,OUT035,3568.688
NCF06,OUT013,6018.1662
FDO50,OUT035,2141.2128
FDT59,OUT013,4580.704
FDX40,OUT027,1543.3244
FDE50,OUT017,3795.06
FDX51,OUT017,4502.1396
NCD30,OUT018,1537.998
FDK15,OUT013,1597.92
FDL12,OUT045,2576.646
FDK46,OUT017,7064.8038
DRH49,OUT010,165.7842
FDQ57,OUT046,1166.4816
FDY59,OUT017,647.8234
FDO09,OUT018,5024.1268
NCG30,OUT035,871.5322
FDM09,OUT017,1342.2528
NCN17,OUT027,2660.5368
NCS42,OUT013,2125.2336
FDD02,OUT019,592.562
FDE34,OUT013,2936.178
FDU38,OUT045,2675.1844
FDB33,OUT046,3819.0288
NCJ29,OUT017,1860.2452
FDZ27,OUT035,583.2408
FDI40,OUT013,1488.063
FDG22,OUT013,589.233
FDT51,OUT017,1627.881
FDF20,OUT018,2553.343
FDV50,OUT035,1354.903
FDT02,OUT049,423.4488
DRC49,OUT017,2694.4926
FDF26,OUT049,2524.0478
FDV52,OUT035,2741.0986
FDX59,OUT049,373.5138
FDV25,OUT035,4434.228
FDW23,OUT027,842.237
FDE53,OUT018,694.4294
FDA19,OUT017,3392.9168
FDH22,OUT046,1017.3424
NCO41,OUT013,2251.0698
FDX12,OUT017,3133.2548
FDF17,OUT013,2587.9646
FDS11,OUT045,5747.1856
FDR51,OUT035,2708.4744
FDT49,OUT010,215.7192
FDC56,OUT013,2157.192
FDR13,OUT027,2277.036
FDQ60,OUT035,2048.6666
FDN38,OUT049,3504.7712
NCL29,OUT013,4436.8912
FDO13,OUT027,5262.4832
FDE26,OUT018,2576.646
FDA31,OUT010,348.8792
FDX14,OUT035,790.9704
FDA34,OUT045,3635.268
FDF26,OUT013,2153.1972
FDE38,OUT045,1315.6208
DRI11,OUT046,2684.5056
FDQ60,OUT027,2586.633
FDL21,OUT027,1021.3372
DRC12,OUT027,3163.8816
FDC47,OUT046,3435.528
FDE57,OUT045,1693.7952
FDT14,OUT045,2516.724
NCZ53,OUT046,1904.188
FDE28,OUT018,4745.8224
FDR19,OUT035,4082.6856
NCF54,OUT019,359.532
FDZ08,OUT046,1198.44
NCJ05,OUT018,3398.2432
FDF59,OUT046,1752.3856
NCO05,OUT035,2648.5524
FDW24,OUT018,958.752
NCX42,OUT018,3588.662
NCA53,OUT035,410.1328
FDI45,OUT019,716.4008
FDG46,OUT046,2684.5056
FDM20,OUT010,488.6972
FDW11,OUT010,126.502
FDX08,OUT035,1587.933
NCK17,OUT035,479.376
FDK32,OUT018,2770.3938
NCA42,OUT035,4314.384
DRI01,OUT035,3103.9596
NCL55,OUT049,6199.9296
DRE25,OUT018,1713.7692
FDD14,OUT017,4610.665
FDB10,OUT046,3072.667
DRN11,OUT035,4334.358
FDP38,OUT018,354.2056
NCA30,OUT017,3592.6568
FDT15,OUT017,2918.8672
NCP55,OUT018,447.4176
FDF12,OUT035,1921.4988
FDM21,OUT018,3068.0064
FDX56,OUT035,2070.638
FDF10,OUT017,2207.127
FDT32,OUT045,1170.4764
FDM51,OUT018,722.393
NCR50,OUT018,3398.2432
FDI19,OUT049,4119.9704
FDX21,OUT017,1171.808
FDR31,OUT035,2157.192
FDY02,OUT013,3914.904
NCA29,OUT045,6595.4148
NCX17,OUT046,897.4984
FDM12,OUT045,1356.2346
FDI53,OUT027,5219.872
NCU30,OUT049,2972.1312
FDC56,OUT027,5351.0346
FDK27,OUT018,1231.73
NCK18,OUT017,2972.1312
FDB52,OUT019,480.7076
DRG25,OUT027,6029.4848
FDZ13,OUT049,1071.938
FDB57,OUT019,451.4124
FDR40,OUT046,1081.925
NCO14,OUT019,44.6086
NCN19,OUT045,2749.754
FDQ28,OUT019,473.3838
FDO13,OUT018,1973.4312
FDK48,OUT013,231.6984
FDU07,OUT018,1662.5026
FDW20,OUT046,2651.2156
FDV12,OUT010,97.2068
FDH24,OUT013,1571.288
FDV59,OUT049,5556.7668
FDK57,OUT045,2423.512
FDL16,OUT027,671.1264
NCQ17,OUT046,1544.656
FDJ15,OUT018,1884.214
FDX24,OUT049,2097.9358
FDT47,OUT046,2396.88
FDT10,OUT049,1052.6298
FDZ37,OUT018,814.9392
FDW43,OUT027,9267.936
DRN36,OUT017,1438.128
